Item id,Most popular answer,Unanimous?,No count,Skip count,Yes count,No explanations,Skip explanations,Yes explanations
/government/publications/number-of-detached-houses-constructed-before-1919-that-were-sold-in-1990-1991-in-west-devon-villages,Yes,Yes,0,0,1,"","",""
/government/publications/charities-sponsorship-and-gift-aid-declaration-form,Yes,Yes,0,0,1,"","",""
/government/news/commonwealth-games-to-get-extra-boost,Skip,Yes,0,1,0,"","",""
/government/publications/notification-of-vehicle-arrivals-nova-service-availability-and-issues,No,Yes,1,0,0,"","",""
/guidance/make-a-claim-to-a-deceased-persons-estate,Skip,Yes,0,1,0,"",Is there somewhere more granular it can move to?,""
/government/publications/anti-dumping-duty-measure-ad2166,Yes,Yes,0,0,1,"","",""
/government/publications/withdrawal-of-extra-statutory-concession-esc-a94-theatre-angels,No,Yes,1,0,0,"","",""
/government/collections/air-passenger-duty-hmrc-manuals,No,Yes,1,0,0,"","",""
/government/publications/notice-6-merchandise-in-baggage,Yes,Yes,0,0,1,"","",""
/government/statistics/individual-voluntary-arrangement-outcomes-and-providers-2018,No,Yes,1,0,0,"","",""
/government/publications/anti-dumping-duty-measure-ad2222,Yes,Yes,0,0,1,"","",""
/government/collections/chief-error-codes,No,Yes,1,0,0,"","",""
/government/publications/anti-dumping-duty-measure-ad2214,Yes,Yes,0,0,1,"","",""
/government/publications/anti-dumping-duty-measure-ad2115-amending-ad2114,Yes,Yes,0,0,1,"","",""
/government/publications/anti-dumping-duty-measure-ad2155,Yes,Yes,0,0,1,"","",""
/government/publications/alvs-user-and-reference-guides,Yes,Yes,0,0,1,"","",""
/government/news/government-donates-vat-from-nhs-choirs-christmas-number-one,Skip,Yes,0,1,0,"",vat relief taxon? Not sure about it being in government spending really...,""
/guidance/local-housing-allowance,Yes,Yes,0,0,1,"","",""
/government/publications/notice-216-customs-procedures-at-cargo-community-system-uk-locations,Yes,Yes,0,0,1,"","",""
/government/publications/anti-dumping-duty-measure-ad2153,Yes,Yes,0,0,1,"","",""
/government/publications/anti-dumping-duty-measure-ad2139,Yes,Yes,0,0,1,"","",""
/government/news/damian-hinds-visits-brewer-to-mark-the-resurgence-of-british-beer,No,Yes,1,0,0,Financial services?!?! It should move entirely methinks,"",""
/government/publications/anti-dumping-duty-measure-ad2128,Yes,Yes,0,0,1,"","",""
/government/publications/chief-error-codes-e01600-to-e01799,No,Yes,1,0,0,"","",""
/government/publications/business-help-and-education-emails-service-availability-and-issues,No,Yes,1,0,0,"","",""
/government/speeches/tackling-corruption-together-conference-matt-hancock-speech,Yes,Yes,0,0,1,"","",""
/government/news/press-briefing-morning-6-november-2013,Yes,Yes,0,0,1,"","",""
/government/news/press-briefing-morning-11-december-2014,Yes,Yes,0,0,1,"","",""
/government/publications/anti-dumping-duty-measure-ad2134,Yes,Yes,0,0,1,"","",""
/government/publications/anti-dumping-duty-measure-ad2221,Yes,Yes,0,0,1,"","",""
/government/publications/alcohol-and-tobacco-warehousing-declarations-service-availability-and-issues,No,Yes,1,0,0,"","",""
/guidance/gift-aid-what-donations-charities-and-cascs-can-claim-on,Yes,Yes,0,0,1,"","",""
/government/publications/anti-dumping-duty-measure-ad2217,Yes,Yes,0,0,1,"","",""
/government/publications/notice-365-importing-animals-for-scientific-research-free-of-duty-and-vat,Yes,Yes,0,0,1,"","",""
/government/publications/notice-341-importing-donated-medical-equipment-free-of-duty-and-vat,Yes,Yes,0,0,1,"","",""
/government/news/why-remaining-in-the-eu-is-just-the-tonic-for-the-gin-industry,Skip,Yes,0,1,0,"","",""
/government/publications/anti-dumping-duty-measure-ad2144,Yes,Yes,0,0,1,"","",""
/guidance/classifying-placebos-and-comparators,Yes,Yes,0,0,1,"","",""
/government/publications/chief-error-codes-e01600-to-e01799,Skip,Yes,0,1,0,"","",""
/government/news/press-briefing-morning-11-december-2014,Yes,Yes,0,0,1,"","",""
/government/news/welsh-secretary-meets-party-leaders-on-devolution-for-wales,Yes,Yes,0,0,1,"","",""
/government/publications/anti-dumping-duty-measure-ad2153,Yes,Yes,0,0,1,"","",""
/guidance/make-a-claim-to-a-deceased-persons-estate,No,Yes,1,0,0,Surely there is something more granular to tag it to?,"",""
/guidance/start-paying-council-tax,Yes,Yes,0,0,1,"","",""
/government/publications/charities-service-availability-and-issues,Skip,Yes,0,1,0,"","",""
/government/publications/notice-341-importing-donated-medical-equipment-free-of-duty-and-vat,Yes,Yes,0,0,1,"","",""
/government/publications/anti-dumping-duty-measure-ad2141,Yes,Yes,0,0,1,"","",""
/government/publications/anti-dumping-duty-measure-ad2177,Yes,Yes,0,0,1,"","",""
/government/speeches/tackling-corruption-together-conference-matt-hancock-speech,Yes,Yes,0,0,1,"","",""
/guidance/classifying-audio-and-video-equipment,Yes,Yes,0,0,1,"","",""
/government/publications/alvs-user-and-reference-guides,Yes,Yes,0,0,1,"","",""
/government/publications/anti-dumping-duty-measure-ad2134,Yes,Yes,0,0,1,"","",""
/guidance/classifying-footwear,Yes,Yes,0,0,1,"","",""
/government/news/press-briefing-afternoon-17-july-2014,Yes,Yes,0,0,1,"","",""
/government/news/g8-summit-live,Yes,Yes,0,0,1,"","",""
/guidance/classifying-ceramics,Yes,Yes,0,0,1,"","",""
/government/publications/charities-sponsorship-and-gift-aid-declaration-form,Yes,Yes,0,0,1,"","",""
/government/publications/anti-dumping-duty-measure-ad2214,Yes,Yes,0,0,1,"","",""
/government/publications/number-of-detached-houses-constructed-before-1919-that-were-sold-in-1990-1991-in-west-devon-villages,Yes,Yes,0,0,1,"","",""
/government/publications/anti-dumping-duty-measure-ad2108,Yes,Yes,0,0,1,"","",""
/guidance/classifying-electric-lamps,Yes,Yes,0,0,1,"","",""
/guidance/classifying-leather,Yes,Yes,0,0,1,"","",""
/government/news/government-donates-vat-from-nhs-choirs-christmas-number-one,Yes,Yes,0,0,1,"","",move to somewhere else
/government/publications/anti-dumping-duty-measure-ad2212,Yes,Yes,0,0,1,"","",""
/government/publications/notice-216-customs-procedures-at-cargo-community-system-uk-locations,Yes,Yes,0,0,1,"","",""
/guidance/fair-rents,Yes,Yes,0,0,1,"","",""
/guidance/repair-and-rateable-value,Yes,Yes,0,0,1,"","",""
/government/publications/anti-dumping-duty-measure-ad2154,Yes,Yes,0,0,1,"","",""
/government/publications/anti-dumping-duty-measure-ad2214,Yes,Yes,0,0,1,"","",""
/government/publications/national-export-system-nes-email-service-availability-and-issues,Skip,Yes,0,1,0,"","",""
/government/publications/ceramic-tableware-and-kitchenware-imported-from-china-anti-dumping-duty-2240,Yes,Yes,0,0,1,"","",""
/guidance/child-tax-credit-exceptions-to-the-2-child-limit,Yes,Yes,0,0,1,"","",""
/guidance/air-passenger-duty-and-connected-flights,Yes,Yes,0,0,1,"","",""
/government/publications/ec-sales-list-service-availability-and-issues,Yes,Yes,0,0,1,"","",""
/guidance/classifying-plastics,Yes,Yes,0,0,1,"","",""
/guidance/classifying-ceramics,Yes,Yes,0,0,1,"","",""
/government/statistics/individual-voluntary-arrangement-outcomes-and-providers-2018,Yes,Yes,0,0,1,"","",""
/government/news/press-briefing-morning-2-september-2013,No,Yes,1,0,0,Possibly valid as represents many topics,"",""
/government/publications/anti-dumping-duty-measure-ad2217,Yes,Yes,0,0,1,"","",""
/guidance/classifying-edible-vegetables-roots-and-tubers,Yes,Yes,0,0,1,"","",""
/government/collections/chief-error-codes,No,Yes,1,0,0,"","",""
/guidance/classifying-edible-fruits-nuts-and-peel,No,Yes,1,0,0,"","",""
/government/publications/ceramic-tableware-and-kitchenware-imported-from-china-anti-dumping-duty-2240,Yes,Yes,0,0,1,"","",""
/government/news/over-50000-charities-now-claiming-gift-aid-online,No,Yes,1,0,0,"","",""
/government/publications/iso-country-codes,No,Yes,1,0,0,"","",""
/government/publications/anti-dumping-duty-measure-ad2153,Yes,Yes,0,0,1,"","",""
/government/publications/anti-dumping-duty-measure-ad2157,No,Yes,1,0,0,"","",""
