collection,session_uuid,user_name,answer,explanation,question,item_id,created_at,updated_at
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",48/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2102,2019-09-02 10:17:45 UTC,2019-09-02 10:17:45 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",49/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2107,2019-09-02 10:18:09 UTC,2019-09-02 10:18:09 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",50/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2166,2019-09-02 10:18:11 UTC,2019-09-02 10:18:11 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",51/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2100,2019-09-02 10:18:14 UTC,2019-09-02 10:18:14 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",52/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2228,2019-09-02 10:18:16 UTC,2019-09-02 10:18:16 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",53/257: Should this page be untagged?,/government/news/press-briefing-afternoon-17-june-2013,2019-09-02 10:19:01 UTC,2019-09-02 10:19:01 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",54/257: Should this page be untagged?,/guidance/classifying-textile-apparel,2019-09-02 10:19:15 UTC,2019-09-02 10:19:15 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",55/257: Should this page be untagged?,/government/news/press-briefing-morning-11-december-2014,2019-09-02 10:22:35 UTC,2019-09-02 10:22:35 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",56/257: Should this page be untagged?,/guidance/classifying-ceramics,2019-09-02 10:22:41 UTC,2019-09-02 10:22:41 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",57/257: Should this page be untagged?,/guidance/classifying-wood,2019-09-02 10:22:44 UTC,2019-09-02 10:22:44 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",58/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2136,2019-09-02 10:22:49 UTC,2019-09-02 10:22:49 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",59/257: Should this page be untagged?,/guidance/classifying-textile-apparel,2019-09-02 10:22:51 UTC,2019-09-02 10:22:51 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,60% sure it should be removed,60/257: Should this page be untagged?,/government/publications/notice-373-importing-visual-and-auditory-materials-free-of-duty-and-vat,2019-09-02 10:23:23 UTC,2019-09-02 10:23:23 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",61/257: Should this page be untagged?,/government/publications/charities-sponsorship-and-gift-aid-declaration-form,2019-09-02 10:23:48 UTC,2019-09-02 10:23:48 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",62/257: Should this page be untagged?,/government/publications/notice-6-merchandise-in-baggage,2019-09-02 10:23:58 UTC,2019-09-02 10:23:58 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Skip,No idea,63/257: Should this page be untagged?,/government/news/over-50000-charities-now-claiming-gift-aid-online,2019-09-02 10:24:19 UTC,2019-09-02 10:24:19 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Skip,Is there something more granular it can move to?,64/257: Should this page be untagged?,/government/news/press-briefing-morning-24-february,2019-09-02 10:26:03 UTC,2019-09-02 10:26:03 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",65/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2104,2019-09-02 10:26:08 UTC,2019-09-02 10:26:08 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",66/257: Should this page be untagged?,/government/publications/number-of-detached-houses-constructed-before-1919-that-were-sold-in-1990-1991-in-west-devon-villages,2019-09-02 10:26:13 UTC,2019-09-02 10:26:13 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",67/257: Should this page be untagged?,/government/publications/charities-sponsorship-and-gift-aid-declaration-form,2019-09-02 10:26:46 UTC,2019-09-02 10:26:46 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Skip,"",68/257: Should this page be untagged?,/government/news/commonwealth-games-to-get-extra-boost,2019-09-02 10:26:55 UTC,2019-09-02 10:26:55 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,No,"",69/257: Should this page be untagged?,/government/publications/notification-of-vehicle-arrivals-nova-service-availability-and-issues,2019-09-02 10:27:04 UTC,2019-09-02 10:27:04 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Skip,Is there somewhere more granular it can move to?,70/257: Should this page be untagged?,/guidance/make-a-claim-to-a-deceased-persons-estate,2019-09-02 10:27:48 UTC,2019-09-02 10:27:48 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",71/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2166,2019-09-02 10:27:51 UTC,2019-09-02 10:27:51 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,No,"",72/257: Should this page be untagged?,/government/publications/withdrawal-of-extra-statutory-concession-esc-a94-theatre-angels,2019-09-02 10:28:12 UTC,2019-09-02 10:28:12 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,No,"",73/257: Should this page be untagged?,/government/collections/air-passenger-duty-hmrc-manuals,2019-09-02 10:28:39 UTC,2019-09-02 10:28:39 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",74/257: Should this page be untagged?,/government/publications/notice-6-merchandise-in-baggage,2019-09-02 10:28:48 UTC,2019-09-02 10:28:48 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,No,"",75/257: Should this page be untagged?,/government/statistics/individual-voluntary-arrangement-outcomes-and-providers-2018,2019-09-02 10:29:41 UTC,2019-09-02 10:29:41 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",76/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2222,2019-09-02 10:29:45 UTC,2019-09-02 10:29:45 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,No,"",77/257: Should this page be untagged?,/government/collections/chief-error-codes,2019-09-02 10:29:52 UTC,2019-09-02 10:29:52 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",78/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2214,2019-09-02 10:29:55 UTC,2019-09-02 10:29:55 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",79/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2115-amending-ad2114,2019-09-02 10:29:59 UTC,2019-09-02 10:29:59 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",80/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2155,2019-09-02 10:30:03 UTC,2019-09-02 10:30:03 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",81/257: Should this page be untagged?,/government/publications/alvs-user-and-reference-guides,2019-09-02 10:30:13 UTC,2019-09-02 10:30:13 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Skip,vat relief taxon? Not sure about it being in government spending really...,82/257: Should this page be untagged?,/government/news/government-donates-vat-from-nhs-choirs-christmas-number-one,2019-09-02 10:30:40 UTC,2019-09-02 10:30:40 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",83/257: Should this page be untagged?,/guidance/local-housing-allowance,2019-09-02 10:31:34 UTC,2019-09-02 10:31:34 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",84/257: Should this page be untagged?,/government/publications/notice-216-customs-procedures-at-cargo-community-system-uk-locations,2019-09-02 10:31:39 UTC,2019-09-02 10:31:39 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",85/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2153,2019-09-02 10:31:42 UTC,2019-09-02 10:31:42 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",86/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2139,2019-09-02 10:31:44 UTC,2019-09-02 10:31:44 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,No,Financial services?!?! It should move entirely methinks,87/257: Should this page be untagged?,/government/news/damian-hinds-visits-brewer-to-mark-the-resurgence-of-british-beer,2019-09-02 10:32:20 UTC,2019-09-02 10:32:20 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",88/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2128,2019-09-02 10:32:24 UTC,2019-09-02 10:32:24 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,No,"",89/257: Should this page be untagged?,/government/publications/chief-error-codes-e01600-to-e01799,2019-09-02 10:32:37 UTC,2019-09-02 10:32:37 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,No,"",90/257: Should this page be untagged?,/government/publications/business-help-and-education-emails-service-availability-and-issues,2019-09-02 10:32:42 UTC,2019-09-02 10:32:42 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",91/257: Should this page be untagged?,/government/speeches/tackling-corruption-together-conference-matt-hancock-speech,2019-09-02 10:32:54 UTC,2019-09-02 10:32:54 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",92/257: Should this page be untagged?,/government/news/press-briefing-morning-6-november-2013,2019-09-02 10:33:24 UTC,2019-09-02 10:33:24 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",93/257: Should this page be untagged?,/government/news/press-briefing-morning-11-december-2014,2019-09-02 10:33:36 UTC,2019-09-02 10:33:36 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",94/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2134,2019-09-02 10:33:40 UTC,2019-09-02 10:33:40 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",95/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2221,2019-09-02 10:33:44 UTC,2019-09-02 10:33:44 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,No,"",96/257: Should this page be untagged?,/government/publications/alcohol-and-tobacco-warehousing-declarations-service-availability-and-issues,2019-09-02 10:34:07 UTC,2019-09-02 10:34:07 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",97/257: Should this page be untagged?,/guidance/gift-aid-what-donations-charities-and-cascs-can-claim-on,2019-09-02 10:34:17 UTC,2019-09-02 10:34:17 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",98/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2217,2019-09-02 10:34:21 UTC,2019-09-02 10:34:21 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",99/257: Should this page be untagged?,/government/publications/notice-365-importing-animals-for-scientific-research-free-of-duty-and-vat,2019-09-02 10:34:31 UTC,2019-09-02 10:34:31 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",100/257: Should this page be untagged?,/government/publications/notice-341-importing-donated-medical-equipment-free-of-duty-and-vat,2019-09-02 10:34:44 UTC,2019-09-02 10:34:44 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Skip,"",101/257: Should this page be untagged?,/government/news/why-remaining-in-the-eu-is-just-the-tonic-for-the-gin-industry,2019-09-02 10:34:49 UTC,2019-09-02 10:34:49 UTC
taxonomy_detagging,b7b5a043-5798-48e0-9ba4-6154d9d26b1f,Oscar,Yes,"",102/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2144,2019-09-02 10:34:53 UTC,2019-09-02 10:34:53 UTC
taxonomy_detagging,703deb1a-21fd-4e59-938a-ebe2134c9d83,Oscar,Yes,"",17/257: Should this page be untagged?,/guidance/classifying-placebos-and-comparators,2019-09-02 11:31:09 UTC,2019-09-02 11:31:09 UTC
taxonomy_detagging,703deb1a-21fd-4e59-938a-ebe2134c9d83,Oscar,Skip,"",1/257: Should this page be untagged?,/government/publications/chief-error-codes-e01600-to-e01799,2019-09-02 11:27:04 UTC,2019-09-02 11:27:04 UTC
taxonomy_detagging,703deb1a-21fd-4e59-938a-ebe2134c9d83,Oscar,Yes,"",2/257: Should this page be untagged?,/government/news/press-briefing-morning-11-december-2014,2019-09-02 11:27:12 UTC,2019-09-02 11:27:12 UTC
taxonomy_detagging,703deb1a-21fd-4e59-938a-ebe2134c9d83,Oscar,Yes,"",3/257: Should this page be untagged?,/government/news/welsh-secretary-meets-party-leaders-on-devolution-for-wales,2019-09-02 11:27:31 UTC,2019-09-02 11:27:31 UTC
taxonomy_detagging,703deb1a-21fd-4e59-938a-ebe2134c9d83,Oscar,Yes,"",4/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2153,2019-09-02 11:27:36 UTC,2019-09-02 11:27:36 UTC
taxonomy_detagging,703deb1a-21fd-4e59-938a-ebe2134c9d83,Oscar,No,Surely there is something more granular to tag it to?,5/257: Should this page be untagged?,/guidance/make-a-claim-to-a-deceased-persons-estate,2019-09-02 11:28:23 UTC,2019-09-02 11:28:23 UTC
taxonomy_detagging,703deb1a-21fd-4e59-938a-ebe2134c9d83,Oscar,Yes,"",6/257: Should this page be untagged?,/guidance/start-paying-council-tax,2019-09-02 11:28:34 UTC,2019-09-02 11:28:34 UTC
taxonomy_detagging,703deb1a-21fd-4e59-938a-ebe2134c9d83,Oscar,Skip,"",7/257: Should this page be untagged?,/government/publications/charities-service-availability-and-issues,2019-09-02 11:28:40 UTC,2019-09-02 11:28:40 UTC
taxonomy_detagging,703deb1a-21fd-4e59-938a-ebe2134c9d83,Oscar,Yes,"",8/257: Should this page be untagged?,/government/publications/notice-341-importing-donated-medical-equipment-free-of-duty-and-vat,2019-09-02 11:29:37 UTC,2019-09-02 11:29:37 UTC
taxonomy_detagging,703deb1a-21fd-4e59-938a-ebe2134c9d83,Oscar,Yes,"",9/257: Should this page be untagged?,/government/publications/anti-dumping-duty-measure-ad2141,2019-09-02 11:29:48 UTC,2019-09-02 11:29:48 UTC
